School,Name,Review,Quality,Difficulty,gender,male_words,female_words,number of words,female words normalized
McMaster University,Lovaye Kajiura,she loves her job and tries really hard. she will also be there for you and help you to succeed outside of the classroom,4.0,3.0,0,0,0,24,0.0
McMaster University,Lovaye Kajiura,She is super nice and has such positive energy! Her lectures are always such a joy to attend! You can clearly see that she cares and loves what she does!,5.0,4.0,0,0,2,30,0.06666666666666667
McMaster University,Lovaye Kajiura,"Dr Kajiura is amazing, she is very motivational! I love her way of teaching, but make sure you attend her lectures. Her midterms are pretty easy, and make sure you know every detail from the lecture notes, for example, names of people she mentions.",4.0,3.0,0,0,1,44,0.022727272727272728
McMaster University,Lovaye Kajiura,"I love Bio lectures! The fact that she gives us opportunities and advice about academic skills, networking, and careers is great too.",5.0,4.0,0,1,0,22,0.0
McMaster University,Lovaye Kajiura,Followed her advice for studying for the test and feel good about it. Glad that I didn't cram and studied early like she told our class to do.,4.0,4.0,0,2,1,28,0.03571428571428571
McMaster University,Lovaye Kajiura,"I have new appreciation for Bio. She's dedicated and enthusiastic. Follow her advice about academic skills and you'll do great,",5.0,4.0,0,0,1,20,0.05
McMaster University,Lovaye Kajiura,"Enjoyed her lectures a lot. If I had a problem understanding something, she can explain in a different way so that I get it. I found the test questions tough but fair.",4.0,4.0,0,1,1,32,0.03125
McMaster University,Lovaye Kajiura,"Easy explanations and her MC are easier than most, provided you have studied and understand the material. It is always two choices that are completely wrong, two choices that are similar (from which you have to pick the correct answer), and the occasional questions that have options like both A and B, all of the above, or B and C.",4.0,3.0,0,1,1,60,0.016666666666666666
McMaster University,Lovaye Kajiura,Very satisfied with Dr K. I learnt a lot from her lectures. She taught in a way that I know will retain it for years to come. Like that she promotes projects that students can get involved with.,5.0,4.0,0,1,0,38,0.0
McMaster University,Lovaye Kajiura,"Her exam was super detailed, often from additional things she said beyond her lecture notes + the videos she made you watch (watch these attentively not passively)! Its not hard to do well for her portion but you do have to memorize all the details! She gives study tips and genuinely wants you to do well but also work for it so stay caught up :)",5.0,4.0,0,3,1,66,0.015151515151515152
McMaster University,Lovaye Kajiura,Good prof. I used her study advice that helps a lot.,5.0,4.0,0,0,0,11,0.0
McMaster University,Lovaye Kajiura,"Enjoyed 1M03... make me appreciate the world a lot more. Like the emphasis on applied knowledge taught during lectures. Focusing on concepts, study skills and applications helps me learn better,",5.0,4.0,0,0,0,30,0.0
McMaster University,Lovaye Kajiura,"Her exam isn't hard, but its super detailed. Most of her section was pure recall and very little application. Her midterms were easy, you just need to memorize everything. You must look at the new info in the readings and you must go to lectures for her supplementary info if you want a good grade. She is a very nice prof and super helpful.",3.0,4.0,0,2,4,64,0.0625
McMaster University,Lovaye Kajiura,She was an angel of a prof! Super caring and inspirational. It is much easier to do well if you regularly attend the lectures.,5.0,4.0,0,0,0,24,0.0
McMaster University,Lovaye Kajiura,"If you don't go to her lectures, you WILL NOT get a good grade. Your mark often depends on the notes you make off her speaking and not from the lecture slides. If your notes aren't complete you will miss out on a lot of testable content. She definitely makes you work for the mark but show up and do the work and you'll be fine.",4.0,4.0,0,3,1,66,0.015151515151515152
McMaster University,Aaron Childs,A pure soul. his courses are very organized. gives you all the resources needed for you to succeed and do well. his lectures are all writing notes but they actually explain whats happening and are clear. his dark dry humour makes his class fun to go to. good course would recommend.,5.0,3.0,0,4,2,51,0.0392156862745098
McMaster University,Aaron Childs,"cool guy. boring lectures, dont need to go if you have the notes from a friend. strict to marking schemes. tests are fair",4.0,3.0,0,1,1,23,0.043478260869565216
McMaster University,Aaron Childs,Best Prof at McMaster! Highly recommend taking his classes! Does the midterm test examples before the midterms.,5.0,3.0,0,0,0,17,0.0
McMaster University,Aaron Childs,"He is a super amazing professor, makes the classes interesting rather than boring. All his jokes during class keep it fun. A really fun professor. Take him if you can!",5.0,2.0,0,2,2,30,0.06666666666666667
McMaster University,Aaron Childs,"Really good, loved the way he teached. Perfect combination of examples and theory. Actually understood how it worked instead of memorizing how to do a question.",5.0,3.0,0,1,1,26,0.038461538461538464
McMaster University,Aaron Childs,Best math prof at mac Includes midterm-like examples in lectures Explains theory in an understandable matter,5.0,2.0,0,0,0,16,0.0
McMaster University,Aaron Childs,"Taking notes in class while still listening to everything was quite difficult, however, his notes are so clear that if you go back and read them all again, it was easy to understand the content. I highly recommend doing his suggested textbook problems as they build a good base when attempting his practice tests. He is also hilarious. True gem.",5.0,4.0,0,3,1,60,0.016666666666666666
McMaster University,Aaron Childs,The best prof at mac,5.0,3.0,0,0,0,5,0.0
McMaster University,Aaron Childs,"Excellent lecture, probably the best choice in Math dept.",5.0,4.0,0,1,0,9,0.0
McMaster University,Aaron Childs,"Childs goes at a slow pace and it's great . Actually repeats the questions other students ask and makes sure that he answers the question fully and a little extra. If you enjoy dark joke you'll love this guy. The tests are fair, but he will try to trick you sometimes. All resources are on his website and perfectly laid out for you to find and use.",5.0,3.0,0,3,3,67,0.04477611940298507
McMaster University,Aaron Childs,He's HILARIOUS! Makes confusing things very simple to understand. Show up to lectures and everything will make sense.,5.0,3.0,0,0,0,18,0.0
McMaster University,Aaron Childs,An absolute gem. Clear and thorough notes and explanations. Also hilarious. The assignments and practice tests he provided were both helpful and relevant to the tests/exam. I haven't enjoyed a class at Mac this much in a while.,5.0,2.0,0,3,2,38,0.05263157894736842
McMaster University,Aaron Childs,"Among the best and most entertaining teachers I've ever had in my life. To be honest, if you just show up to lectures and listen, you'll be fine even if you've never done statistics in your life. Single-handedly made me enjoy statistics.",5.0,3.0,0,3,0,42,0.0
McMaster University,Aaron Childs,THE BEST PROF AT MAC TO BE HONEST!!!!!!!!!!!!!!!!!!!!!!!,5.0,2.0,0,0,0,8,0.0
McMaster University,Aaron Childs,"good guy, tries hard, loves the game",5.0,1.0,0,0,0,7,0.0
McMaster University,Aaron Childs,"Going into this course, i was confident it was going to be miserable as I personally have no interest in stats. This man single handedly made me enjoy stats and actually taught me how to apply it. Lectures are pretty heavy but assignments aren't too difficult as long as you follow the manual. Also his jokes fall under the ""so bad its funny"" label.",5.0,3.0,0,4,7,64,0.109375
McMaster University,Aaron Childs,Dr. Childs is really nice. His handwriting is clear.,5.0,2.0,0,0,0,9,0.0
McMaster University,Aaron Childs,"Seriously the best prof I've had. He makes class enjoyable, explains things really well, and makes concepts easy to understand. 10/10 would recommend.",5.0,3.0,0,1,1,23,0.043478260869565216
McMaster University,Aaron Childs,"STATS 2B03 is not an easy 12 but if you do the midterms he gives you to practice and really take the time to understand the material, an 11 or 12 are very possible. His questions are usually not surprises however he may try to trick you so read carefully! He's really funny and gives great notes :)",5.0,3.0,0,5,1,58,0.017241379310344827
McMaster University,Aaron Childs,"love him, hes funny and so helpful! If you ever email him, he responds so fast even though there are 800 other students in the same class. his notes are amazing, and super helpful! If you study his notes and practice tests you will do good in the course!",5.0,3.0,0,1,1,49,0.02040816326530612
McMaster University,Aadil Merali Juma,"Godsent Prof. I used to hate the concept of accounting, that is why I've never taken one in highschool. When I was forced to take one in undergrad, I nearly failed because I found it too artificial as someone with a physical science background. He talks a bit fast, but teaches very well, makes me want to do a CPA. Breaks down hard concepts to easy",5.0,4.0,0,3,3,66,0.045454545454545456
McMaster University,Aadil Merali Juma,Prof Juma is amazing. Best professor ever. But I am not a fan of the flipped format. There so many ways to teach the material. Please choose a different way,5.0,4.0,0,1,0,30,0.0
McMaster University,Aadil Merali Juma,Most enjoyable and challenging course so far.,5.0,4.0,0,1,0,7,0.0
McMaster University,Aadil Merali Juma,I would agree that he seems intimidating however is really nice if you go to his office and chat with him. He gives you tips on how to study better.,5.0,3.0,0,0,1,30,0.03333333333333333
McMaster University,Aadil Merali Juma,Accounting is such a dry subject but he is passionate about the material which helps.,5.0,4.0,0,2,0,15,0.0
McMaster University,Aadil Merali Juma,"He might seem to be tough at first but once you get to know him, he's a great man. I recommend visiting him if you have time because it helps you get to know your prof better as well as build up the connection between you and your instructor. He's also gonna give you tons of motivation if you talk to him.",4.0,4.0,0,2,2,62,0.03225806451612903
McMaster University,Aadil Merali Juma,Ive taken his course before but had to drop it. Im really looking forward to taking it again with him.,5.0,4.0,0,0,0,20,0.0
McMaster University,Aadil Merali Juma,Professor Juma cares about the progress of his students and is always ready to help. I wish more students came to his F2F class because he actually explains the material so clearly.,5.0,3.0,0,0,1,32,0.03125
McMaster University,Aadil Merali Juma,Absolutely stunning teaching. He explains things clearly and patiently. No question is too stupid for him to address and he guides such questions to the source of the answer like the outline. He respectfully answers all questions asked of him.,5.0,4.0,0,0,1,40,0.025
McMaster University,Aadil Merali Juma,"Aadil is by far my most favourite professor I ever had. He explains everything crystal clear and makes sure that everyone understands. He is super caring about the success of his students and it's clear to see his dedication. This man should be the lead instructor of all accounting courses, literally a teaching god.",5.0,2.0,0,3,0,54,0.0
McMaster University,Aadil Merali Juma,Professor gave lots of time after course was over to help us with our entrepreneurial activities. He always encouraged us and is so motivational and inspirational.,5.0,3.0,0,0,0,26,0.0
McMaster University,Aadil Merali Juma,"Professor Juma explained the content really well and realted the content to application through sharing examples of his experience in his work in Kenya and in franchising. He is passionate about what he teaches and is also very reasonable in expectations. He gives lots of resources to students, however, it is hard to find time to go through it all",5.0,5.0,0,1,2,60,0.03333333333333333
McMaster University,Aadil Merali Juma,"Great prof who is approachable and explains concepts clearly. If you attend the lectures, do the quizzes and read the notes you can achieve a good grade in this course. Even though accounting can be a challenging subject Aadil makes the lectures interesting and engaging.",5.0,3.0,0,2,1,45,0.022222222222222223
McMaster University,Aadil Merali Juma,Best Prof! So approachable for help,5.0,4.0,0,0,0,6,0.0
McMaster University,Aadil Merali Juma,"Great professor, explains topics very clearly.",5.0,2.0,0,1,0,6,0.0
McMaster University,Aadil Merali Juma,"He is a great professor, if you ask the right questions. If you haven't taken grade 12 accounting before reading before lectures is extremely important. He does a pretty good job at explaining things but will not explain anything unless someone asks, so if you're confused, speak up.",3.0,4.0,0,3,2,48,0.041666666666666664
McMaster University,Aadil Merali Juma,"He's very enthusiastic about his teaching, makes you want to like the subject, even when it isn't the best subject",5.0,4.0,0,1,0,20,0.0
McMaster University,Aadil Merali Juma,Aadil is a real one. Accounting is hard and heavy but he makes lectures so easy to understand and so enjoyable. The real life examples will help you understand everything! you wont ever want to miss one of his lectures because he literally brightens your day! he prepares you well for both the midterm and the final,5.0,3.0,0,3,5,57,0.08771929824561403
McMaster University,Aadil Merali Juma,"If you have the opportunity to take Comm1AA3 with Aadil, dont miss it. The lectures are heavy and lots of content, but he makes them worth it, and explains everything very throughly. Dont skip the lectures, youll do a lot better in the course if you go. The exams were hard; but he prepares you for them.",5.0,3.0,0,2,1,57,0.017543859649122806
McMaster University,Aadil Merali Juma,"Love the way he teaches, the perfect class notes, recordings, and most of all, the real life examples he uses to explain concepts. I might forget finsys but not the examples and the learning from it.",5.0,4.0,0,3,2,36,0.05555555555555555
McMaster University,Joe Kim,A fun prof who taught one of the easiest courses I've ever taken. Honestly really chill class and if you go through the slides and modules once before any test content you breeze through with high 90s.,5.0,1.0,0,1,0,37,0.0
McMaster University,Joe Kim,"Lectures are interesting, quizzes are tricky, you need to actually enjoy psychology to really thrive in this course.",5.0,5.0,0,0,0,18,0.0
McMaster University,Joe Kim,"Unpopular opinion but I did not like Dr. Kim. The structure of the course was nice to be able to do the modules ahead of time, but it made the lectures totally redundant. I found his lecture style to be boring, and not very informative. The level of difficulty between quiz questions and test questions were insanely unbalanced. Do the extra credit.",2.0,3.0,0,3,1,62,0.016129032258064516
McMaster University,Joe Kim,I took Psych 1F03 as an elective because all other electives were full. I was pleasantly surprised by how interesting the online modules were. Kim makes the modules funny and engaging. Would definitely recommend going through all the modules and reading the textbook for a good grade. Loved the fact that it was an online class.,5.0,3.0,0,1,3,56,0.05357142857142857
McMaster University,Joe Kim,"Joe Kim is a funny prof, who is really passionate about what he's teaching. Personally, I really liked his modules and lectures, and found the content interesting. However, his class was a blended learning type of class, which I realize isn't for everybody.",5.0,3.0,0,1,0,43,0.0
McMaster University,Joe Kim,"Amazing course, amazing teacher. Really well run, hard subject but put in the time and its easy to do well",5.0,3.0,0,5,4,20,0.2
McMaster University,Joe Kim,best teacher courses are very organized,5.0,2.0,0,0,0,6,0.0
McMaster University,Joe Kim,Really good professor.,5.0,4.0,0,0,0,3,0.0
McMaster University,Joe Kim,This is an incredibly structured course and is very interesting. It is difficult to grasp all concepts however there are lots of opportunities for extra credit. Dr. Kim is easily one of the best professors and truly cares about his students and their education. I definitely recommend taking a course with him.,5.0,3.0,0,0,1,52,0.019230769230769232
McMaster University,Joe Kim,"The man, the myth, the legend. Psych is easily the best-designed course for first years - even the tutorials are interesting. Lectures are fun and engaging, and Dr. Kim is very clear. Online modules are actually helpful. Has very accessible office hours as well. 10/10 would recommend taking a class taught by Dr. Kim.",5.0,2.0,0,1,1,54,0.018518518518518517
McMaster University,Joe Kim,"Great structure to the course, makes it very easy to succeed. Weekly quizzes and participation marks help your grade, and iclicker points allow you to drop your lowest marks. Concepts are not difficult to grasp just require a bit of work.",5.0,2.0,0,3,2,41,0.04878048780487805
McMaster University,Joe Kim,"Loved this course, including how it was structured. I enjoyed going to lectures: rly engaging and funny, material was interesting, and Joe is a rly great prof. There's a bit of work to do each week, but if you do your work and understand the material, you can do rly well. Take this course!!! You won't regret it :)",5.0,2.0,0,1,0,59,0.0
McMaster University,Joe Kim,lectures are 10/10 and really high quality web modules. the course has been layed out extremely well and weekly quizzes are not too difficult,5.0,2.0,0,1,1,24,0.041666666666666664
McMaster University,Joe Kim,"He's a really good lecturer and really knows his stuff, but I find that the weekly quizzes were pretty difficult and since they end up being worth 30%, it can really affect our average! I love the content, but are struggling in terms of maintaining a decent average because of the way we get tested, a lot of it can be opinion based!",5.0,4.0,0,2,3,63,0.047619047619047616
McMaster University,Joe Kim,"Joe has a very pleasant personality: really nice, funny and expressive. However, his class was so incredibly hard. The quizzes/exams are really tricky and weighed heavily, and going through the modules can be very daunting. However, the modules definitely have MORE content than the actual lectures...",4.0,5.0,0,2,2,46,0.043478260869565216
McMaster University,Joe Kim,"The online lectures and podcasts were disgusting to navigate through, the exam was atrocious, lectures were not interesting although the topics were. Pointless iClicker questions for marks",2.0,4.0,0,1,2,27,0.07407407407407407
McMaster University,Joe Kim,favourite course i've taken in my 3 years of undergrad,5.0,3.0,0,0,0,10,0.0
McMaster University,Joe Kim,joe kim's lectures are super engaging and you can tell that he's really passionate about education. his m/c questions can be tricky at first but after a while you get a hang of them. the exam is very similar to the weekly quizzes so there's really no surprises there,5.0,3.0,0,0,1,49,0.02040816326530612
McMaster University,Joe Kim,"This was honestly one of my favourite classes in first-year. The lectures are very interesting and the course is organized in a way to help you retain information. You do have to complete the modules before lectures though and those are super time-consuming! Overall, Joe Kim is an amazing prof and I would 10/10 recommend!!",5.0,4.0,0,2,3,55,0.05454545454545454
McMaster University,Joe Kim,"This course is set up for a student to succeed. Do the work and you can get a 12. Prof is a fantastic lecturer: well-spoken, engaging and knows the material. The weekly quizzes are very useful - if you can do the practice quizzes without your notes, you'll definitely ace the exam.",5.0,3.0,0,1,1,52,0.019230769230769232
McMaster University,Rashid Khan,"Not a great prof at all. SO disorganized. He knows his flaws (in terms of teaching style and not explaining well enough) but he refuses to fix the flaws. Some people do well in the course because he repeats questions from the test banks. I believe he has retired tho, so yay!",1.0,3.0,0,3,0,52,0.0
McMaster University,Rashid Khan,"He was better at explaining things in office hours. Just read the textbook and go to his office hours, use your friend's help on the in class quizzes. After all that, just hope for a decent mark",1.0,3.0,0,1,0,37,0.0
McMaster University,Rashid Khan,dont take it unless you have to.,1.0,3.0,0,0,0,7,0.0
McMaster University,Rashid Khan,"He is a terrible lecturer but his tests come from the courseware. So his poor teaching is reflected on the tests. he's not like other profs who suck and then butcher you on the exams. I want to have him again, if you study the courseware you'll get at least a 10",2.0,1.0,0,4,3,52,0.057692307692307696
McMaster University,Rashid Khan,"He is extremely hard to follow, the amount of mistakes in his courseware is copious, and the exam has nothing in common with midterms/courseware.",2.0,3.0,0,2,1,24,0.041666666666666664
McMaster University,Rashid Khan,Lectures are not helpful at all.  Too many errors in courseware.,1.0,4.0,0,1,0,11,0.0
McMaster University,Rashid Khan,"If you get sick for a period of time and have to miss any classes you'll be screwed because his evening section has a quiz or test every week.  His lectures are long and monotonous, involving him simply doing the math behind problems for two hours.  He doesn't explain any sort of theory behind the work. He changed the exam format at the last minute",1.0,5.0,0,1,2,65,0.03076923076923077
McMaster University,Rashid Khan,Do not take his evening microeconomics class; poorly run class with terrible instruction.,1.0,5.0,0,2,0,13,0.0
McMaster University,Rashid Khan,"In short:  1) Lectures are useless and boring 2) Courseware has a multitude of typos that confuse students trying to learn the math 3) He reuses questions from his courseware, yes, but he changes them 4) Work is easy but hard to understand properly, you may think you're right but you're actually wrong 5) His exams are brutally hard",2.0,4.0,0,5,5,59,0.0847457627118644
McMaster University,Rashid Khan,Lol I swear going to class confuses you more... IF YOU TAKE HIS CLASS DONT ATTEND LECTURE JUST READ THE COURSEWARE,1.0,4.0,0,0,0,21,0.0
McMaster University,Rashid Khan,"There was no structure to his course, let alone his lectures. His courseware was full of errors and he was behind in his lectures. Lost a lot of quizzes, not to mention the amount of errors he made in recording our marks. Overall, too much work for a course I didn't learn anything from. Take it with another professor if you have to!!",1.0,5.0,0,1,0,63,0.0
McMaster University,Rashid Khan,"Terrible prof, hard to understand and doesnt have any notes or powerpoint slides. His courseware is full of errors.",1.5,4.0,0,2,1,19,0.05263157894736842
McMaster University,Rashid Khan,Worst Teacher Ever..,1.0,5.0,0,1,1,3,0.3333333333333333
McMaster University,Rashid Khan,He is not a greater lecturer but his tests are pretty easy. His test questions are very similar to his practice questions in the course pack. Take his courses if you just care about a good grade rather than learning new content.,1.5,1.0,0,1,2,42,0.047619047619047616
McMaster University,Rashid Khan,"please do yourself a favour and get out of this class, such a great guy but his courseware isn't legible and nobody can understand him",1.5,3.0,0,1,0,25,0.0
McMaster University,Rashid Khan,perfect,5.0,1.0,0,1,1,1,1.0
McMaster University,Rashid Khan,Pretty bad lecturer but he recycles questions and it's easy to do well in his classes. Take it if you're more interested in your grade than in learning the actual material.,2.0,2.0,0,3,3,31,0.0967741935483871
McMaster University,Rashid Khan,"No need to go to classes, only need to read the courseware and do the practise quiz and tests, got A+",1.5,1.0,0,0,0,21,0.0
McMaster University,Rashid Khan,terrible course with a terrible prof. his lecture is useless as his courseware. the best advice is to drop his class as soon as possible. his accent and his poor clarity make most students hard to understand. REALLY REALLY TERRIBLE.,1.0,2.0,0,5,3,40,0.075
McMaster University,Rashid Khan,"The most abysmal professor I've ever had at McMaster University. This class was so poorly taught I would recommend anybody who has Khan as a professor to immediately drop the class and avoid the utter waste of time. The subject itself has so much potential, but it is ruined by this prof who is incapable of teaching, organizing, and speaking audibly",1.0,3.0,0,2,0,61,0.0
McMaster University,Tracy Vaillancourt,"Definitely very knowledgeable, had good anecdotes and helpful videos. Also very good at addressing questions outside of class. However, a very tough grader, and frequently unclear criteria for assignments. Dr Vaillancourt is also the kind of prof you're likely to butt heads with if you, like her, have strong opinions.",3.0,4.0,1,2,2,50,0.04
McMaster University,Tracy Vaillancourt,"Truly skilled professor! I wish she taught all my classes! Expert information, personable, clear expectations. All the negative comments came from students who thought uni would be easy..Not so.always available for questions and easy to relate to. Thanks Dr V!",5.0,4.0,1,2,3,40,0.075
McMaster University,Tracy Vaillancourt,"Possibly opposed to the use of fertilizers to treat clinically depressed foliage herba.  Seemingly opposed to the use of soap to wash cars, but undoubtedly a capable professor.",3.5,3.0,1,1,1,28,0.03571428571428571
McMaster University,Tracy Vaillancourt,Dr. Vaillancourt is quiet beautiful. I think her husband is so lucky :),3.5,5.0,1,1,1,13,0.07692307692307693
McMaster University,Tracy Vaillancourt,"She is not the best prof I've had.  Though she was entertaining and seemingly an easy going prof, she was actually very difficult and borderline unpleasant because of her attitude towards the class.  Her tests were tough to say the least.  Her personal experience in psych makes her an interesting prof but it's not quite enough to redeem her I think",3.0,5.0,1,5,4,61,0.06557377049180328
McMaster University,Tracy Vaillancourt,Useless worthless experience. Donot recommend her to anyone ever. Her final was brutal. She doesn't like the class average to be more then 70,1.0,5.0,1,0,3,24,0.125
McMaster University,Tracy Vaillancourt,Tests were hard but OK still. Final exam was brutal.,1.0,5.0,1,1,1,10,0.1
McMaster University,Tracy Vaillancourt,She was clearly the worst professor ever. She told us once that if the class average was very high she would lose her job. I guess she already has even after the class average being low. She often made false promises and her finals were always very hard.,1.0,5.0,1,1,4,48,0.08333333333333333
McMaster University,Tracy Vaillancourt,"mean, arrogant, selfish prof. Never keeps her promises. Overall sad combination",1.0,5.0,1,0,1,11,0.09090909090909091
McMaster University,Tracy Vaillancourt,"Worst professor ever.  If you can't see through her fake skin, then university hasn't taught you to be critical enough.  She is deceptive, selfish, narcissistic, and could care less about the success of her students. She does, however, give a great example of what a FAKE person is like - right to the dot.",1.0,5.0,1,4,4,54,0.07407407407407407
McMaster University,Tracy Vaillancourt,Very Funny Prof. Made 8:30 class worth going to. Past comments are blown way out of proportion because if you went to class you would do well as she gives hints to her questions. One of the most interesting classes I have taken here. Loved her and sad she is gone.,5.0,4.0,1,4,3,51,0.058823529411764705
McMaster University,Tracy Vaillancourt,She makes Lame Jokes and is SOO TOUGH!!!,1.0,5.0,1,0,1,8,0.125
McMaster University,Tracy Vaillancourt,She used to be nice many years ago but not anymore!!!! One of the toughest profs around now. Avoid her otherwise you will regret it.,1.0,5.0,1,1,1,25,0.04
McMaster University,Tracy Vaillancourt,"VERY Impersonable. She replies to emails like this ""Hi,"", I have a name alright....what is ""Hi,"" ?? She is soooo tough...she hates the class average to be more than 70-71%....she will kill the whole class on future tests and exam if the class average is high. Terrible attitude towards students. It's only a garbage PSYCH course!!! get a life!!",3.0,5.0,1,2,3,59,0.05084745762711865
McMaster University,Tracy Vaillancourt,"Great prof!! She was helpful, understanding, clear, and the tests were very well organized. Learned alot!",5.0,2.0,1,1,0,16,0.0
McMaster University,Tracy Vaillancourt,VERY HARD SHORT ANSWER QUESTIONS ON THE FINAL EXAM TAKE IT EASY ON MCMASTER STUDENTS PLEASE. STOP ASKING SHORT ANSWER QUESTIONS IF POSSIBLE. THANK YOU.,4.0,5.0,1,2,2,25,0.08
McMaster University,Tracy Vaillancourt,I took both 3CC3 and 3N03 with Dr. V.  I received an 11 in both.  You can get an A in her class and I don't think she is any different from other profs when it comes to grades.  She is just up front about what is going on at the university.  Loved her classes.  Take them if you can!,5.0,4.0,1,0,1,60,0.016666666666666666
McMaster University,Tracy Vaillancourt,"What a great prof, and a really interesting class. She cares about the material and is a very engaging speaker.",4.5,4.0,1,1,1,20,0.05
McMaster University,Tracy Vaillancourt,She is a nice lady but her tests are kind of tough. Still her multiple choice are way easier than Dr.Day's multiple choice so quit complaining!!! Just read the book multiple times. Dont know how bad her short answers will be since didn't have the final yet. She always answers emails and is helpful if you talk to her after class.,5.0,3.0,1,1,1,61,0.01639344262295082
McMaster University,Tracy Vaillancourt,I totally agree with some of the comments people have posted --- She does not like the class average to be more than 70-73. Last year I took Forensic Psych with her and the average on both midterms was high (76-80) so she gave a deadly final with very specific multiple choice and brutal short answers. Not every psych prof has her type of mentality.,4.0,5.0,1,3,3,65,0.046153846153846156
McMaster University,Alexandre Sevigny,Many people didn't come to lectures because whatever he covered in lectures was pulled from the book. Although I loved the lectures as he gave specific examples and related the terms and theories so our lives and made them easier to understand and remember.,4.5,2.0,0,0,0,44,0.0
McMaster University,Alexandre Sevigny,"This class is a hit or miss, I think it just depends on whether you intend on majoring in Communications or not. I loved the class and found Professor Sevigny to be interesting, to be fair everything in lecture is pulled straight from the textbook, but he does add in personal anecdotes. Great prof to have if you want to work in the industry.",5.0,2.0,0,2,1,64,0.015625
McMaster University,Alexandre Sevigny,"How can you say that Dr. Sevigny says nothing? His experience as a PR pro is extensive and successful. I hung on every word and went to his office - he spent an hour with me talking about politics, PR, my future. Gave me great tips for an internship.",5.0,3.0,0,1,0,49,0.0
McMaster University,Alexandre Sevigny,"Really surprised by his high rating and quite disappointed by the fact that many won't believe my rating because it's shrouded by more positive reviews. Extremely boring speaker. Not captivating in the least bit. Like the other reviewer, i stopped attending classes as i found them useless... don't think I learned anything from this class.",3.5,2.0,0,3,6,55,0.10909090909090909
McMaster University,Alexandre Sevigny,Don't know what the last commenter was thinking. Must have attended a different lecture. This was my best course in my whole first year at Mac. Dr. Sevigny is awesome.,5.0,3.0,0,1,1,30,0.03333333333333333
McMaster University,Alexandre Sevigny,"Really terrible prof. never really said anything important, all material was pulled from the textbook, and most was common sense. I stopped attending lectures because they were a waste of time since the notes were posted online, and he really had nothing to add that was useful.",1.5,1.0,0,3,0,47,0.0
McMaster University,Alexandre Sevigny,Best. Professor. Ever.,5.0,3.0,0,0,0,3,0.0
McMaster University,Alexandre Sevigny,"Really enjoying Dr. Sévigny's 4N03 seminar. He makes it all seem so effortless - doesn't speak from notes, always knows the answer to your question. I really feel that I have learned a lot about agenda setting, framing and the news industry. His guest speakers are great, too.",5.0,4.0,0,0,0,48,0.0
McMaster University,Alexandre Sevigny,"he is by far my favorite professor yet.. I love his teaching style, the way he approached the course material and his interaction with the class... I seriously wish we had more like him, he's such a fascinating and knowledgeable guy and it certainly shows in his lectures... I enjoyed his class so much that I took the 4N03 seminar that he teaches.",5.0,3.0,0,1,2,63,0.031746031746031744
McMaster University,Alexandre Sevigny,Quite an amazing professor. This social media class is the most useful one I have taken yet. Dr. Sevigny brings his own experience to the classroom. Also one of the best public speakers I have ever seen. I think he should be Prime Minister. Busy man - catch him in a free moment and he'll talk to you but can be hard to find him outside office hours.,5.0,2.0,0,6,5,68,0.07352941176470588
McMaster University,Alexandre Sevigny,"Intriguing man. Seems to be a lot to him, but seems to be strangely sad sometimes. Sevigny's lecture style is amazing and he has the best real-world examples. But I am always wondering... who is he? A mystery. Fantastic professor, though - scary smart and cultured.",5.0,4.0,0,2,5,46,0.10869565217391304
McMaster University,Alexandre Sevigny,"Great speaker, engages class extremely well. Gives several assignments that only take a couple hours to complete and have small weightings which helps ease first year students into university expectations and allows for steady improvement over the semester. Very passionate communicator and wants the best for his students.",5.0,2.0,0,2,2,48,0.041666666666666664
McMaster University,Alexandre Sevigny,"Dr. Sevigny is an inspiring person. He makes you feel safe and secure when you are with him in class. When I talk to him after class, or in his office, I never see the time go by. He's a very good man. It's a shame few of us get to know him well. I'm jealous of his lab manager - she spends so much time with him and he obviously really likes her.",5.0,4.0,0,2,1,74,0.013513513513513514
McMaster University,Alexandre Sevigny,"Sometimes, you are lucky to run into a professor as talented and passionate Dr Sevigny. He cares a lot about his students' well-being and he focuses on students' development as individuals. He also does his best to promote students in their careers. Be careful though - he will ask you to be honest with yourself. That can be a hard thing to do.",5.0,3.0,0,4,3,63,0.047619047619047616
McMaster University,Alexandre Sevigny,"Extremely passionate and the most brilliant professor I had in 6 years! Extremely knowledgeable and his market experience differentiate him from other scholars. Fair marker; he probably can't stand stupidity. If you are a serious student and that you take learning seriously, i.e. actually read your textbooks, you'll love him.",5.0,1.0,0,3,3,50,0.06
McMaster University,Alexandre Sevigny,"Bad communication skills, difficult to reach for help, goes on a useless tangents about self and therefore does not have time left for actual course material. He still test on topics he did not teach and is a hard marker. Low use of communication textbook which he co-authored and made us buy for the sake of royaltees.",1.5,5.0,0,6,3,57,0.05263157894736842
McMaster University,Alexandre Sevigny,"Alex is an excellent prof. Really knows political comm/elections. Wish I got to know him better. He's so busy and in-demand that it's hard to catch up to him. He doesn't suffer fools well either so if he seeks you out, that's a compliment - be thankful. His lab manager is a very lucky woman to be able to spend so much time with him. I'm jealous.",5.0,3.0,0,4,3,67,0.04477611940298507
